EIN,NAME,ICO,STREET,CITY,STATE,ZIP,GROUP,SUBSECTION,AFFILIATION,CLASSIFICATION,RULING,DEDUCTIBILITY,FOUNDATION,ACTIVITY,ORGANIZATION,STATUS,TAX_PERIOD,ASSET_CD,INCOME_CD,FILING_REQ_CD,PF_FILING_REQ_CD,ACCT_PD,ASSET_AMT,INCOME_AMT,REVENUE_AMT,NTEE_CD,SORT_NAME
900655504,JOLIET FACILITY RECREATION CLUB,,JOLIET,AFGHANISTAN,,00000-0000,0000,03,3,1000,201210,1,15,000000000,5,01,201812,0,0,02,0,12,0,0,0,I20,
900670575,OKINAWA YOUTH FOOTBALL,% MCCS EXECUTIVE BRANCH,MCB CAMP S D BUTLER UNIT 35023,FPO,AP,96373-0000,0000,03,3,1000,201503,1,03,000000000,5,01,201912,2,4,00,1,12,16662,102595,,N65,
900698745,PARTNERSHIP FOR AFRICAN SOCIAL AND GOVERNANCE RESEARCH INC,% I&M BANK HOUSE,2ND NGONG AVE 6TH FLR,KENYA,,00000-0000,0000,03,3,1200,201508,1,15,000000000,1,01,201812,6,6,01,0,12,1614592,3496773,3496773,Q99,PASGR INC
900709689,DISABLED AMERICAN VETERANS AUXILIARY INC,% ANA I PAGAN DELGADO,SAN JUAN PUERTO RICO 00936-3604,CANADA,,00000-0000,2473,04,9,1000,197310,1,00,908921000,5,01,202006,0,0,02,0,06,0,0,0,,DEPARTMENT OF PUERTO RICO
900738797,TOASTMASTERS INTERNATIONAL,% EXECUTIVE LEADERS,PO BOX 5276,CAGUAS,PR,00726-5276,0820,03,9,2000,194505,1,16,059319000,1,01,201912,0,0,02,0,12,0,0,0,,1865434 EXECUTIVE LEADERS
900780663,TOASTMASTERS INTERNATIONAL,% MOMENTUM TOASTMASTERS,PARK GARDENS,SAN JUAN,PR,00926-0000,0820,03,9,2000,194505,1,16,059319000,5,01,201912,0,0,02,0,12,0,0,0,,2185054 MOMENTUM TOASTMASTERS
900835586,AMERICAN SAMOA LEGAL AID INC,% TERRIE HARTMAN-BULLINGER,PO BOX 5984,PAGO PAGO,AS,96799-5984,0000,03,3,1000,201403,1,15,000000000,2,01,201812,4,5,01,0,12,380969,566234,566234,I80,
900886607,DELTA KAPPA GAMMA SOCIETY INTERNATIONAL,% APRIL V RIKE,LITTLE ROCK ARKANSAS 72207-2833,AFGHANISTAN,,00000-0000,1741,06,9,2000,196506,2,00,000000000,5,01,202006,0,0,02,0,06,0,0,0,,GAMMA OMICRON CHAPTER OF ARKANSAS
900892456,GOOD KARMA I FOUNDATION,% THOMAS DANIEL CRIM JR,6501 RED HOOK PLZA,ST THOMAS,VI,00802-1373,0000,03,3,1000,201408,1,04,000000000,1,01,201712,6,5,00,1,12,2625595,913811,,Z99,
900906059,AIR FORCE SERGEANTS ASSOCIATION,% ANTHONY W WILLIAMS,PSC 57 BOX 34,APO,AE,09610-0001,1758,19,9,1000,197205,2,00,480908000,5,01,,0,0,01,0,12,,,,,1650 CHAPTER
900987050,PARMA SOCCER CLUB,% PAUL C GERMANA,PARMA OH 44134,AFGHANISTAN,,00000-0000,0000,03,3,1000,201402,1,16,000000000,1,01,201912,0,0,02,0,12,0,0,0,N64,
900992260,TOASTMASTERS INTERNATIONAL,% PUERTO POWER SPEAKERS,JARDINES DE ARECIBO CALLE A B 2,ARECIBO,PR,00612-0000,0820,03,9,2000,194505,1,16,059319000,1,01,201912,0,0,02,0,12,0,0,0,,3163293 PUERTO RICO POWER SPEAKERS
901006749,TOASTMASTERS INTERNATIONAL,% ELITE ADVANCED SPEAKERS,URB VILLA FONTANA,CAROLINA,PR,00983-0000,0820,03,9,2000,194505,1,16,059319000,5,01,201912,0,0,02,0,12,0,0,0,,02223990 ELITE ADVANCED SPEAKERS
901012400,DISTRICT 1 INTERNATIONALE VFW,% GEORGE J GILGORE,APO 09021,GERMANY,,00000-0000,0000,19,3,1000,201412,1,00,000000000,5,01,202006,0,0,02,0,06,0,0,0,W30,DISTRICT 1 VFW
901019732,PRATT GLOBAL FOUNDATION INC,% POLA NOMINEES PTY LTD,SOUTHBANK VIC 3006,AUSTRIA,,00000-0000,0000,03,3,1000,201407,1,04,000000000,1,01,201906,1,1,00,1,06,1,1,,Q33,
901039130,TOASTMASTERS INTERNATIONAL,% URB MALEZA GRADEN,204 CALLE MAGNOLIA,AGUADILLA,PR,00603-6793,0820,03,9,2000,194505,1,16,059319000,1,01,201812,0,0,02,0,12,0,0,0,,3609909 HP AGUADILLA
901069396,YESHE KHORLO FOUNDATION,% ARAGON TRUST COMPANY,GEORGETOWN KY1-9005,CAYMAN ISLANDS,,00000-0000,0000,92,0,1000,000000,0,00,000000000,0,12,201912,8,4,00,1,12,11595117,328205,,,
901078530,TOASTMASTERS INTERNATIONAL,% CARDINAL HEALTH PUERTO RICO 120 I,PO BOX 366211,SAN JUAN,PR,00936-6211,0820,03,9,2000,194505,1,16,000000000,5,01,201912,0,0,02,0,12,0,0,0,,4576159 CARDINAL HEALTH PUERTO RICO
901500272,ANCIENT & ACCEPTED SCOTTISH RITE OF FREE MASONRY SOUTHERN,% MICHAEL ELMORE SECY,FAHAHEEL,KUWAIT,,00000-0000,1636,03,9,1200,194009,1,16,059922602,5,01,,0,0,02,0,06,,,,,375 CLIFFORD PARK
911550449,ACADEMY OF R V TUCKER STUDY CLUBS,% DR L G VANZELLA,SQUAMISH BRITISH COLUMBIA V8B 0A3,CANADA,,00000-0000,0000,03,3,1000,199609,4,16,995161000,1,01,202007,4,3,01,0,07,226056,50236,50236,H90,
911552569,EVERLASTING ASSEMBLY,% BASILIO L CHUA,MANILA PHILIPPINES 1008,PHILIPPINES,,00000-0000,0000,03,3,7000,199303,2,10,002000000,1,01,201912,0,0,02,0,12,0,0,0,,
911561323,ROTARY INTERNATIONAL,% DR WARREN CUNNINGHAM,PENTICTON BC V2A 4M3,CANADA,,00000-0000,0573,04,9,1000,194209,2,00,319000000,5,01,202006,4,4,01,0,06,448557,259788,259788,,5060 DISTRICT ROTARY CLUB
911752066,NATIVE AMERICAN SAMOAN ADVISORY COU,% JUNE POUESI,PO BOX 6849,PAGO PAGO,AS,96799-6290,0000,03,3,1000,199804,1,15,994408000,1,01,201906,3,4,01,0,06,54396,279747,279747,P20Z,
911772961,AIR FORCE SERGEANTS ASSOCIATION,% CESAR E MEDINA,PSC 76 BOX 7786,APO,AP,96319-0078,1758,19,9,1000,197205,2,00,480908000,5,01,,0,0,01,0,12,,,,,1552 CHAPTER
911772967,AIR FORCE SERGEANTS ASSOCIATION,% MICHAEL B WAFFLE,CMR 490 BOX 2207,APO,AE,09708-0023,1758,19,9,1000,197205,2,00,480908000,5,01,,0,0,01,0,12,,,,,1655 CHAPTER
911773011,AIR FORCE SERGEANTS ASSOCIATION,% ANTHONY L THOMAS,PSC 94 BOX 716,APO,AE,09824-0008,1758,19,9,1000,197205,2,00,480908000,5,01,,0,0,01,0,12,,,,,1660 CHAPTER
911773023,AIR FORCE SERGEANTS ASSOCIATION,% RICARDO A WILSON,PSC 37 BOX 2231,APO,AE,09459-0023,1758,19,9,1000,197205,2,00,480908000,5,01,,0,0,01,0,12,,,,,1670 CHAPTER
911773404,AIR FORCE SERGEANTS ASSOCIATION,% MONISE S BUTLER,PSC 7 BOX 129,APO,AE,09104-0002,1758,19,9,1000,197205,2,00,480908000,5,01,,0,0,02,0,12,,,,,1678
911789918,ASSOCIATION OF CAMPS FARTHEST OUT INC,% ROBERT TROTTER,VICTORIA BC V8P 2S8,CANADA,,00000-0000,1452,03,9,7000,195904,1,16,230000000,5,01,,0,0,01,0,12,,,,,CANADA BRITISH COLUMBIA VAN ISLE
911820950,PROFESSIONAL HOCKEY PLAYERS ASSOC HEALTH & WELFARE BENEFIT TRT,%LARRY LANDON TRUSTEE,NIAGARA FALLS ONTARIO L2J 2K9,CANADA,,00000-0000,0000,09,3,2000,199807,2,00,265000000,2,01,201909,7,6,01,0,09,6870504,4146419,4146419,,AMERICAN HOCKEY LEAGUE
911864630,UNITED STATES POWER SQUADRONS,% ANGELA L NAZARIO,PO BOX 1001,MAYAGUEZ,PR,00681-1001,1041,03,9,2000,194903,1,16,059279000,5,01,201811,0,0,02,0,11,0,0,0,,33 BOQUERON POWER SQUADRON
911864640,UNITED STATES POWER SQUADRONS,% ST THOMAS POWER SQUADRON,ST THOMAS VIRGINIA 00804,BRITISH VIRGIN ISLANDS,,00000-0000,1041,03,9,2000,194903,1,16,059279000,5,01,201811,0,0,02,0,11,0,0,0,,33 ST THOMAS SAIL &
911866557,DISABLED AMERICAN VETERANS,% ANGEL F LOPEZ COMAS,SAN GERMAN PUERTO RICO 00683 00683,CANADA,,00000-0000,0557,04,9,3000,194206,1,00,908279265,5,01,202006,0,0,02,0,06,0,0,0,W30,3 SFC LUIS MORALES
911873279,SIGMA PHI ALPHA DENTAL HYGIENE HONOR SOCIETY,% JASMINE BONEFANT,WINNIPEG MANITOBA R3E0W2,CANADA,,00000-0000,1844,03,9,1200,196703,1,16,059602040,5,01,202012,0,0,02,0,12,0,0,0,,DELTA ETA CHAPTER UNIV OF MANITOBA
911873740,INTERNATIONAL UNION UNITED AUTO AEROSPACE & AGRICULTURAL WORKERS,% MIGUEL RIVERA,3100 CARR 190 STE 201,CAROLINA,PR,00983-1983,0427,05,9,3000,194106,2,00,263000000,5,01,201912,4,3,01,0,12,181708,61635,61635,,2337 UAW
911874634,MISION CHRISTIANA EDEN,,PO BOX 386,SABANA HOYOS,PR,00688-0386,2046,03,9,7000,196911,1,10,001000000,5,01,,0,0,06,0,12,,,,,
911883074,NATIONAL TREASURY EMPLOYEES UNION,% RICHARD NG,PO BOX 308042,ST THOMAS,VI,00803-8042,0000,05,3,3000,201612,2,00,263264480,5,01,201909,0,0,02,0,09,0,0,0,J40,189 CHAPTER NTEU
911906266,IGLESIA CARISMATICA EL NUEVO NACIMIENTO INC,% ROBERTO FIGUEROA,BO DOMINGUITO,ARECIBO,PR,00612-0000,8141,03,9,7000,199701,1,10,001000000,1,01,,0,0,06,0,12,,,,,
911918160,ASSOCIATION OF WOMEN IN THE METAL INDUSTRIES INC,% LAUREN POLK,HAMILTON ONTARIO L8H 7S7,CANADA,,00000-0000,8147,06,9,1000,199711,2,00,205000000,1,01,201912,0,0,02,0,12,0,0,0,,TORONTO CHAPTER
911925300,CHILDREN OF ISRAEL FOUNDATION,% KIMBALL TAYLOR,CARDSTON ALBERTA T0K0K0,CANADA,,00000-0000,0000,03,3,1000,199901,0,15,000000000,1,01,201912,0,0,02,0,12,0,0,0,,
911928395,ALPHA DELTA KAPPA SORORITY INC,% MARIANN VILLAFANE MORALES,AGUADILLA PR 00603,CANADA,,00000-0000,1900,07,9,1000,197010,2,00,036319000,5,01,202005,0,0,02,0,05,0,0,0,B83,PUERTO RICO STATE CHAPTER
911928408,ALPHA DELTA KAPPA SORORITY INC,% MARIBEL ROLDAN HIRALDO,AGUADILLA 00604,CANADA,,00000-0000,1900,07,9,1000,197010,2,00,036319000,5,01,202005,0,0,02,0,05,0,0,0,,PUERTO RICO RHO CHAPTER
911934792,GRACE FAMILY MINISTRIES,% REV RAYMOND S KINSELLA,MP 96950,SAIPAN,,00000-0000,8257,03,9,7000,199809,1,10,001000000,1,01,,0,0,06,0,12,,,,,
912005409,KIWANIS INTERNATIONAL INC,% AMY DELCAMBRE,LUCEDALE 39452,AFGHANISTAN,,00000-0000,0026,04,9,1300,194007,2,00,059264328,1,01,201912,0,0,02,0,12,0,0,0,,K15608 LUCEDALE
912046474,GRACE CHRISTIAN ACADEMY-ROTA,,PO BOX 1194,ROTA,MP,96951-1194,8257,03,9,7200,199809,1,10,001000000,1,01,,0,0,06,0,06,,,,,
912061670,JOHN VOLKEN FOUNDATION,% LEN JAHN,SURREY B C V3W 5A1,CANADA,,00000-0000,0000,03,3,1000,200101,4,17,000000000,1,01,201912,8,6,01,0,12,45899451,3684058,1932156,T22,
912070401,ROTARY INTERNATIONAL,% JOAN BERMINGHAM,PO BOX 37,ST JOHN,VI,00831-0037,0573,04,9,3000,194209,2,00,520349200,1,01,202006,0,0,02,0,06,0,0,0,,ROTARY CLUB OF ST JOHN VIRGIN ISLAN
912101748,UNION DE TRABAJADORES DE LAS COMMUNICACIONES DE PR CWA LOCAL,,PO BOX 366297,SAN JUAN,PR,00936-6297,0000,05,3,3000,201904,2,00,000000000,1,01,201709,3,4,01,0,09,69206,351882,351882,,
912111711,UNITED DAUGHTERS OF THE CONFEDERACY,% SUSAN IRICK TREASURER,CONGERVILLE IL 61729,AKROTIRI,,00000-0000,0882,03,9,2300,196710,1,16,000000000,5,01,201808,0,0,02,0,08,0,0,0,,2625 SEVEN CONFEDERATE KNIGHTS
912133262,TEATRO DE LA OPERA INC,,207 CALLE DEL PARQUE STE 3,SAN JUAN,PR,00912-3237,0000,03,3,1000,198209,0,16,000000000,1,01,201906,3,3,02,0,06,48721,46735,46735,,
912169414,BIBLE LIFE FAMILY MINISTRIES,,CRO 2 JW,LONDON,,00000-0000,1620,03,9,1000,196402,0,10,001029000,5,01,,0,0,06,0,12,,,,,
912169458,IN HIS SERVICE MINISTRIES,,EDMONTON AB,CANADA,,00000-0000,1620,03,9,7000,196402,0,10,001029000,5,01,,0,0,06,0,12,,,,,
912169460,INDIAN EVANGELICAL TEAM,,NEW DELHI,INDIA,,00000-0000,1620,03,9,7000,196402,0,10,001029000,5,01,,0,0,06,0,12,,,,,
916070242,NORTHWEST FEDERATION OF STAMP CLUBS,% J ALEX HADDEN,RICHMOND BRITISH COLUMBIA V6Y 1A3,CANADA,,00000-0000,0000,03,3,2000,198201,4,15,123000000,1,01,201912,0,0,02,0,12,0,0,0,,
920133227,BABIES AND BOOKS,% LOIS RHODES,SITKA SELECT COUNTY 99835,GABON,,00000-0000,0000,03,3,1000,199309,1,15,994125000,5,01,201912,0,0,02,0,12,0,0,0,,
930804755,MID-VALLEY YOUTH BALL ASSOCIATION,% DANNY PETERSON,WOODBURN OR 97071,AKROTIRI,,00000-0000,0000,03,3,1000,201502,1,16,000000000,5,01,201809,0,0,02,0,09,0,0,0,O20,
931227870,AMERICAN INSTITUTE OF CHEMICAL ENGINEERS,% BERNABE MARTIR,100 GRAN BOULEVARD PASEOS SUITE 112,SAN JUAN,PR,00926-0000,2603,03,9,2800,197502,1,16,328924040,5,01,201812,0,0,02,0,12,0,0,0,,117 PUERTO RICO LOCAL SECTION
931332969,THE JULIAN A JACKSON FOUNDATION INC,% HILLSIDE SECRETARIAL SERVICES,PO BOX 11248,ST THOMAS,VI,00801-4248,0000,03,3,1200,202007,1,15,000000000,1,01,,0,0,02,0,12,,,,N12,ALICIA JACKSON
941693715,WALNUT CREEK AQUABEARS SWIM TEAM,,BRITISH COLUMBIA V3W 1J8,CANADA,,00000-0000,0000,03,3,2000,196912,1,16,317000000,1,01,201906,3,5,01,0,06,26370,650543,650543,,
942448894,FIRST SAMOAN FULL GOSPEL PENTECOSTAL CHURCH INC,% PATTI VAEAO,PAGO PAGO 96799,AMERICAN SAMOA,,00000-0000,0000,03,3,7000,197803,2,10,001000000,1,01,,0,0,06,0,07,,,,,
942459892,INTERNATIONAL DRY CLEANERS CONGRESS,% CHRISTOPHER TEBBS,CALGARY AB T2X2T8,CANADA,,00000-0000,0000,06,3,2000,198104,2,00,200000000,5,01,201912,0,0,02,0,12,0,0,0,,
942502780,INTERNATIONAL RIGHT OF WAY ASSOCIATION,% GARRY DYCK,WINNIPEG MB R3R 0Z6,CANADA,,00000-0000,1438,06,9,2000,195812,2,00,059000000,5,01,,0,0,02,0,06,,,,,66
942702194,TRAGER INTERNATIONAL,,COURTENAY BC V9J1N5,CANADA,,00000-0000,0000,03,3,1000,198102,4,16,000000000,1,01,201912,4,3,01,0,12,430634,60658,60658,,
942766046,INTERNATIONAL SOCIETY FOR DEVELOPMENTAL NUEROSCIENCES,% PROF P LEPRINCE,LIEGE LI B4000,BELGIUM,,00000-0000,0000,03,3,2000,198202,2,16,199000000,5,01,202001,6,4,01,0,01,1195609,230682,230682,,
943124805,DELTA SIGMA THETA SORORITY INC,% SEOUL AMERICAN HIGH SCHOOL,AFSBN-NEA UNIT 15478 BOX 33,APO,AP,96260-5478,1188,07,9,1000,195207,2,00,036040319,5,01,,0,0,01,0,06,,,,,REPUBLIC OF KOREA ALUMNAE CHAPTER
943151213,TAMUNING BAPTIST CHURCH,% ED PEREZ,555 GOV CARLOS CAMACHO RD,TAMUNING,GU,96913-0000,1606,03,9,7000,196311,1,10,029000000,1,01,,0,0,06,0,12,,,,,
943170081,19TH SUPPORT COMMAND & TAEGU COMMTY OFFCRS CSMS-SGMS-CIVILIANS FORMAL,% DIXIE GRAY,UNIT 15015,APO,AP,96218-5015,1061,03,9,7000,194910,1,10,325059927,5,01,,0,0,06,0,09,,,,,
943174748,VIETNAM VETERANS OF AMERICA INC,% DANIEL T MENDIOLA,PO BOX 5638,HAGATNA,GU,96932-8667,3202,19,9,1000,198411,1,00,907000000,5,01,202002,0,0,02,0,02,0,0,0,,668 VVA CHAPTER
943228795,JESUS LORD OF THE HARVEST MINISTRIE S INTERNATIONAL INC,% MARCELINO M DALUSUNG,PO BOX 21557,BARRIGADA,GU,96921-1557,2046,03,9,7000,196911,1,10,001000000,5,01,,0,0,06,0,12,,,,X20,
943231350,DOMINICAN SCHOOL,,114 CHALAN PALE RAMON LAGU RT 1,YIGO,GU,96929-0000,0928,03,9,1200,194603,1,10,031150120,5,01,,0,0,06,0,12,,,,,
943231908,FOUNDATION FOR DIVINE LIVING,% C/O JACKSON AND MARIE WU,SIMORRE GERS 32420,FRANCE,,00000-0000,0000,03,3,2000,199602,2,15,994029000,1,01,202012,0,0,02,0,12,0,0,0,X21,
943249127,TETRA SOCIETY OF NORTH AMERICA USA,% HARRY GREWAL,VANCOUVER BRITISH COLUMBIA V6B 6E3,CANADA,,00000-0000,0000,03,3,1000,200101,1,15,994160000,1,01,201912,0,0,02,0,12,0,0,0,P80Z,
943365012,MANELU,% JOAN MASON,PO BOX 3131,HAGATNA,GU,96932-3131,0000,03,3,1000,200112,1,15,000000000,1,01,201812,3,4,01,0,12,59754,450128,450128,O31,
943456215,CATHOLIC DAUGHTERS OF THE AMERICAS,% EVELYN C NELTHROPP,PO BOX 304732,ST THOMAS,VI,00803-4732,0928,03,9,1700,194603,1,10,031150120,5,01,,0,0,13,0,07,,,,,2049 OUR LADY OF PERPETUAL HELP
953200681,THE BERTHA DRABKIN GOODWIN LEVITON FOUNDATION,% DAVID DRABKIN,LOCAL,THAILAND,,00000-0000,0000,03,3,1000,197803,2,04,040602000,1,01,201812,4,3,00,1,12,110363,98838,,,
953402446,PROJECT MOTIVATE INCORPORATED,,STOCKHOLM S 11138,SWEDEN,,00000-0000,0000,03,3,1000,197910,1,04,994166160,1,01,201812,3,3,00,1,12,73273,45160,,,GOLDEN SANDS PARK
954672032,ITO FOUNDATION USA,% ERNST & YOUNG LLP,CHIYODA-KU 102-0076 TOKYO,JAPAN,,00000-0000,0000,03,3,1000,199908,2,04,000000000,1,01,201907,6,4,00,1,07,4335154,463226,,T20,
956093733,AMERICAN LEGION AUXILIARY,% KAREN BOWMAN,VISTA CA 92084,AFGHANISTAN,,00000-0000,0964,19,9,1000,193402,1,00,319000000,5,01,202006,0,0,02,0,06,0,0,0,,365 ALVIN MYO DUNN
960001172,CALVARY BAPTIST CHURCH,% ROB PUCKETT,1196 N MARINE CORPS DR,TAMUNING,GU,96913-4340,1606,03,9,7000,191606,1,10,036000000,5,01,,0,0,06,0,12,,,,,
960001479,GUAM FEDERATION OF TEACHERS LOCAL 1581 OF THE AMERICAN FEDERATION OF,,PO BOX 2301,HAGATNA,GU,96932-2301,0000,05,3,3000,201904,2,00,000000000,1,01,201909,5,6,01,0,09,918897,1016742,1016742,J40,
960002543,SANCTUARY INC,,406 MAIMAI ST,CHALAN PAGO,GU,96910-5669,0000,03,3,1000,199503,1,15,994326000,1,01,201809,6,6,01,0,09,2140984,2156683,2085926,I21,
980000028,ANCIENT & ACCEPTED SCOTTISH RITE OF FREE MASONRY SOUTHERN JURISDICTION,,PANAMA REPUBLIC OF PANAMA,PANAMA,,00000-0000,0095,10,9,1000,194009,1,00,030059902,5,01,201812,4,2,02,0,12,418031,10184,10184,,VALLEY OF BALBOA & COORD BODIES
980000057,AMERICAN CHAMBER OF COMMERCE IN FRANCE INC,,PARIS FRANCE 75008,FRANCE,,00000-0000,0000,06,3,3000,195308,2,00,200000000,1,01,201912,6,6,01,0,12,1747452,1355028,1355028,,
980000061,AMERICAN HOSPITAL OF PARIS,,92202 NEUILLY SUR SEINE,FRANCE,,00000-0000,0000,03,3,1000,193810,1,12,154150179,1,01,201712,9,9,01,0,12,208124245,138131450,138131450,Q300,
980000064,AMERICAN LIBRARY IN PARIS INC,% AUDREY CHAPUIS,PARIS 75007,FRANCE,,00000-0000,0000,03,3,2000,194004,1,15,061000000,1,01,201912,6,6,01,0,12,2851780,1591852,1336476,B70,
980000121,BOY SCOUTS OF AMERICA,% CHRIS WOLFE,USAG BRUSSELS UNIT 28100 BOX 24,APO,AE,09714-8100,1761,03,9,1200,196511,1,15,059328908,5,01,201912,6,6,01,0,12,1259126,2374509,1911788,,802 TRANSATLANTIC COUNCIL
980000680,INDEPENDENT ORDER OF FORESTERS,,DON MILLS ON M3C-1T9,CANADA,,00000-0000,1783,08,6,1000,196604,4,00,036211279,1,01,201812,9,9,01,0,12,4609529273,538179337,538179337,,US BRANCH
980001490,GUAM-MICRONESIA MISSION,,290 CHALAN PALOSYO,AGANA HEIGHTS,GU,96910-6405,1071,03,9,7000,194704,1,10,211029000,5,01,,0,0,06,0,12,,,,,
980013358,AMERICAN COMMUNITY SCHOOL OF ATHENS INC,,PSC 108 BOX 43,GREECE,,00000-0000,0000,03,3,2000,196505,1,11,046030000,1,01,201906,8,8,01,0,06,10744737,14763015,14763015,,
980016007,WORLD COUNCIL OF CHURCHES,,GENEVA,SWITZERLAND,,00000-0000,0000,03,3,7000,197108,2,10,001000000,1,01,,0,0,06,0,12,,,,,
980030624,INTERNATIONAL BUREAU OF FISCAL DOCUMENTATION,% JOHN RIENSTA,1019 AMSTERDAM DW,NETHERLANDS,,00000-0000,0000,03,3,1000,197507,2,16,120123124,1,01,201812,9,8,01,0,12,57531846,38107073,35372882,,
980030777,SWEET ADELINES INTERNATIONAL,% COLLEEN A ODLOYER,SCARBOROUGH ON M1V 2E6,CANADA,,00000-0000,1321,03,9,2000,195510,1,16,119059000,5,01,201904,4,4,01,0,04,488876,165362,165362,A6B0,LAKE ONTARIO REGION 16
980030939,SOUTH PACIFIC ACADEMY,% SALAMASINA SATELE,PO BOX 520,PAGO PAGO,AS,96799-0530,0000,03,3,2000,199709,1,11,046030000,1,01,202006,0,0,02,0,06,0,0,0,B20Z,
980030992,KAPPA ALPHA PSI FRATERNITY,% CLAUDE BURNETT,PSC 2 BOX 8426,APO,AE,09012-0085,1372,07,9,1000,195606,2,00,036040000,5,01,202009,0,0,02,0,09,0,0,0,,GERMANY ALUMNI CHAPTER
980031007,INTERNATIONAL FOUNDATION FOR SCIENCE,% ULF EDIN,STOCKHOLM 11526,SWEDEN,,00000-0000,0000,03,3,2800,197509,2,15,911199000,1,01,201912,6,6,01,0,12,4653003,2880670,2880670,,
980031121,WESTMINSTER ABBEY LIMITED,,MISSION CITY BC,CANADA,,00000-0000,0000,03,3,7000,197510,4,10,001003029,1,01,,0,0,06,0,06,,,,,
980031193,THE RESEARCH INSTITUTE OF THE MCGILL UNIVERSITY HEALTH CENTRE,,MONTREAL QC H3H 2R9,CANADA,,00000-0000,0000,03,3,2000,197603,4,12,161162911,3,01,201903,9,9,01,0,03,86267602,81602338,81602338,,
980031414,INTERNATIONAL SCHOOL IN GENOA,,16148 GENOA GE,ITALY,,00000-0000,0000,03,3,2000,197605,2,11,030040911,1,01,201908,7,7,01,0,08,7770894,5437152,5437152,,ISG
980032043,MACDONALD STEWART FOUNDATION,,MONTREAL QUEBEC CANADA H3A 1H9,CANADA,,00000-0000,0000,03,3,1000,197510,4,04,602911000,1,01,201812,8,6,00,1,12,34794049,1206568,,,
980032427,FRASER INSTITUTE,% NIELS VELHUIS,VANCOUVER BC V6J 3G7,CANADA,,00000-0000,0000,03,3,1280,197608,4,15,199181911,1,01,201912,7,7,01,0,12,8773197,9080296,8506433,,
980032646,UNION CHURCH OF MANILA FOUNDATION INC,,MAKATI CITY 1229,PHILIPPINES,,00000-0000,0000,03,3,1270,198202,2,15,004560602,1,01,201812,5,4,01,0,12,540555,289426,289426,,MAKATI POST OFFICE
980032683,INTERNATIONAL RIGHT OF WAY ASSOCIATION,% JENNFIER MOLLESON,KINGSTON ON K7L5A3,CANADA,,00000-0000,1438,06,9,2000,195812,2,00,059205000,5,01,,0,0,02,0,06,,,,,63
980032738,ANCIENT & ACCEPTED SCOTTISH RITE OF FREE MASONRY SO JURIS USA,% AGANA SR BODIES,PO BOX 513,HAGATNA,GU,96932-0513,0095,10,9,1000,194009,1,00,030059902,5,01,201912,0,0,02,0,12,0,0,0,,VALLEY OF AGANA & COORD BODIES
980033472,ROYAL ONTARIO MUSEUM,% FINANCE DEPT,TORONTO ON M5S 2C6,CANADA,,00000-0000,0000,03,3,1000,197801,4,15,060125911,1,01,201903,9,9,01,0,03,176643111,61926261,61926261,A50Z,
980033473,MOUNT ALLISON UNIVERSITY,,SACKVILLE NB E4L 1E4,CANADA,,00000-0000,0000,03,1,1000,197906,4,11,030000000,1,01,201904,9,9,01,0,04,256530893,127573268,57983535,,
980034825,VANCOUVER SCHOOL OF THEOLOGY COLUMBIA,,VANCOUVER BC V6T 1L4,CANADA,,00000-0000,0000,03,3,2000,197802,4,10,004000000,1,01,,0,0,06,0,12,,,,,
980034842,PACIFIC MISSIONARY AVIATION,,PO BOX 3209,HAGATNA,GU,96932-3209,0000,03,3,1000,202007,1,15,000000000,1,01,,0,0,01,0,06,,,,Q33,
980035617,INTERNATIONAL SCHOOL OF PARIS,,75016 PARIS,FRANCE,,00000-0000,0000,03,3,2000,197308,2,11,030000000,5,01,201908,8,8,01,0,08,41986073,27073633,27073633,B28Z,
980035702,NEAR EAST SOUTH ASIA COUNCIL OF OVERSEAS SCHOOLS,% P P SYCHICO,ATHENS AGHIA PARASKEVI 15342,GREECE,,00000-0000,0000,03,3,1200,198111,2,16,059000000,1,01,201906,6,6,01,0,06,2266918,2524364,2461531,Q300,
980036091,ROYAL INSTITUTE OF INTERNATIONAL AFFAIRS,% CHATHAM HOUSE,LONDON SW1Y 4LE,UNITED KINGDOM,,00000-0000,0000,03,3,1000,197808,1,15,120123124,1,01,201803,8,8,01,0,03,32101518,21889646,21889646,Q50F,
980036184,BILINGUAL MONTESSORI SCHOOL OF PARIS INC,,LOCAL,FRANCE,,00000-0000,0000,03,3,2000,197809,1,11,046032910,1,01,201912,0,0,02,0,12,0,0,0,B21Z,
980036445,INTERNATIONAL INSTITUTE FOR APPLIED SYSTEMS ANALYSIS,,LAXENBURG A,AUSTRIA,,00000-0000,0000,03,3,1800,197906,2,15,911199000,5,01,201912,8,8,01,0,12,21408335,25854259,25854259,,
980037433,INTERNATIONAL COUNCIL ON MANAGEMENT OF POPULATION PROGRAMMES,,LOCAL,MALAYSIA,,00000-0000,0000,03,3,1200,198204,2,15,564911000,5,01,201712,4,4,01,0,12,118958,277107,277107,,
980038349,CARLETON UNIVERSITY RETIREMENT PLAN S1S 5B6,% ELIZABETH SPRINGER,OTTAWA ONTARIO K1S 5B6,CANADA,,00000-0000,0000,03,3,1000,197812,4,16,268279000,2,01,201812,9,9,01,0,12,888999445,130345163,-80946830,,
